[0.043s] Invoking command in '/home/susan/osprey_ws/build/drone_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/susan/osprey_ws/install/vl53l8cx_ros:/home/susan/osprey_ws/install/px4_offboard:/opt/ros/humble /usr/bin/cmake --build /home/susan/osprey_ws/build/drone_description -- -j16 -l16
[0.372s] Invoked command in '/home/susan/osprey_ws/build/drone_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/susan/osprey_ws/install/vl53l8cx_ros:/home/susan/osprey_ws/install/px4_offboard:/opt/ros/humble /usr/bin/cmake --build /home/susan/osprey_ws/build/drone_description -- -j16 -l16
[0.387s] Invoking command in '/home/susan/osprey_ws/build/drone_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/susan/osprey_ws/install/vl53l8cx_ros:/home/susan/osprey_ws/install/px4_offboard:/opt/ros/humble /usr/bin/cmake --install /home/susan/osprey_ws/build/drone_description
[0.836s] -- Install configuration: ""
[0.837s] -- Execute custom install script
[0.838s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/PI_CAM/pi_cam.urdf.xacro
[0.840s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/_t265.gazebo.xacro
[0.840s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/_t265.urdf.xacro
[0.840s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/base1.urdf.xacro
[0.840s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/l515_urdf/_l515.urdf.xacro
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/l515_urdf/_materials.urdf.xacro
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/l515_urdf/_usb_plug.urdf.xacro
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/osprey.urdf.xacro
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/osprey_base.urdf.xacro
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/osprey_sensors (copy).xacro
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/osprey_sensors.urdf
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/urdf/osprey_sensors.xacro
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/worlds/drone_world.sdf
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/launch/gazebo.launch.py
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/launch/spawn_osprey.launch
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/launch/spawn_osprey.launch.py
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/launch/transform_launch.py
[0.841s] -- Up-to-date symlink: /home/susan/osprey_ws/install/drone_description/share/drone_description/meshes/final_product_urdf.dae
